object_name,grab_time,release_time,hold_duration,placed_in
Document,375.68071577720303,385.5860302878406,9.905314510637538,PaperTray (1)
Document,385.5876394878423,388.2506496907022,2.66301020285988,PaperTray (1)
Document,388.24935179070076,388.2506496907022,0.001297900001418384,PaperTray (1)
